ID,epidural,intraparenchymal,subarachnoid
test_638,0.019607544,0.9086914,0.077941895
test_639,0.03161621,0.04272461,0.5878906
test_640,0.012336731,0.9863281,0.32202148
test_641,0.0028324127,0.92822266,0.70751953
test_642,0.052337646,0.033203125,0.09039307
test_643,0.011459351,0.5644531,0.2175293
test_644,0.16369629,0.97509766,0.06744385
test_645,0.04168701,0.76660156,0.51464844
test_646,0.003648758,0.8691406,0.8676758
test_649,0.012191772,0.97802734,0.8491211
test_650,0.008674622,0.69921875,0.83447266
test_651,0.0036792755,0.9790039,0.4260254
test_652,0.005886078,0.7758789,0.6098633
test_653,0.012771606,0.8510742,0.4794922
test_654,0.007259369,0.6689453,0.41552734
test_655,0.0039901733,0.9404297,0.37817383
test_656,0.018798828,0.9453125,0.95703125
test_657,0.0057754517,0.94189453,0.35375977
test_658,0.0039138794,0.98291016,0.36669922
test_659,0.15405273,0.69921875,0.083740234
test_660,0.01826477,0.9892578,0.3359375
test_661,0.003376007,0.96240234,0.39453125
test_662,0.013961792,0.4633789,0.42797852
test_663,0.0069885254,0.7290039,0.4350586
test_664,0.0035514832,0.5917969,0.93359375
test_665,0.0770874,0.41430664,0.3798828
test_666,0.003929138,0.88671875,0.10668945
test_667,0.007091522,0.8330078,0.32861328
test_668,0.011779785,0.8198242,0.9633789
test_669,0.0052375793,0.45263672,0.54345703
test_670,0.028823853,0.29370117,0.8769531
test_671,0.06512451,0.25732422,0.087524414
test_672,0.011955261,0.99316406,0.5292969
test_673,0.030883789,0.95947266,0.21508789
test_674,0.035095215,0.3791504,0.8647461
test_675,0.34179688,0.03010559,0.018447876
test_676,0.020141602,0.9902344,0.2084961
test_677,0.2590332,0.15344238,0.99121094
test_678,0.073791504,0.4741211,0.54541016
test_679,0.0074920654,0.9248047,0.26953125
test_680,0.29052734,0.51220703,0.7265625
test_681,0.013687134,0.98291016,0.088012695
test_682,0.026062012,0.34936523,0.54003906
test_683,0.0385437,0.6464844,0.984375
test_684,0.017578125,0.9980469,0.43798828
test_685,0.0034313202,0.48217773,0.9770508
test_686,0.020721436,0.82714844,0.21801758
test_687,0.023513794,0.41015625,0.3491211
test_688,0.022888184,0.96972656,0.40356445
test_689,0.0077819824,0.8798828,0.15222168
test_690,0.008346558,0.96875,0.10217285
test_691,0.0033893585,0.9248047,0.10821533
test_692,0.012382507,0.8925781,0.50439453
test_693,0.0055732727,0.36108398,0.8017578
test_694,0.018096924,0.9716797,0.86328125
test_695,0.016342163,0.21899414,0.55810547
test_696,0.0035648346,0.6611328,0.1875
test_697,0.005367279,0.82177734,0.47485352
test_698,0.13708496,0.96875,0.62841797
test_699,0.0036067963,0.90722656,0.13635254
test_700,0.0035648346,0.7993164,0.6401367
test_701,0.07019043,0.9951172,0.33642578
test_702,0.011070251,0.5488281,0.98291016
test_703,0.024658203,0.9560547,0.6982422
test_704,0.0047950745,0.8774414,0.86035156
test_705,0.66015625,0.9980469,0.6069336
test_706,0.0023422241,0.5317383,0.48217773
test_707,0.00737381,0.35961914,0.28393555
test_708,0.004699707,0.48706055,0.50878906
test_709,0.0031471252,0.6381836,0.63427734
test_710,0.0042304993,0.94970703,0.1920166
test_711,0.12695312,0.88134766,0.82666016
test_712,0.0032863617,0.95703125,0.44995117
test_713,0.0024433136,0.5102539,0.07952881
test_714,0.03668213,0.98828125,0.23425293
test_715,0.004055023,0.61083984,0.9428711
test_716,0.0036373138,0.9970703,0.14941406
test_717,0.005039215,0.20812988,0.23144531
test_718,0.002620697,0.9892578,0.045776367
test_719,0.012191772,0.9970703,0.04449463
test_720,0.0057296753,0.31762695,0.22937012
test_721,0.08325195,0.12145996,0.97802734
test_722,0.021087646,0.9633789,0.4189453
test_723,0.0015239716,0.98828125,0.49951172
test_724,0.004486084,0.7421875,0.88720703
test_725,0.013900757,0.96875,0.035888672
test_726,0.06427002,0.30566406,0.3173828
test_727,0.04840088,0.90283203,0.37841797
test_728,0.024002075,0.984375,0.70996094
test_729,0.0046653748,0.82958984,0.8959961
test_730,0.011421204,0.9902344,0.5517578
test_731,0.014785767,0.9951172,0.2919922
test_732,0.009521484,0.06500244,0.17272949
test_733,0.020019531,0.99121094,0.2310791
test_734,0.0054512024,0.9790039,0.07171631
test_735,0.022506714,0.8642578,0.19274902
test_736,0.04458618,0.6176758,0.6904297
test_737,0.0035800934,0.9604492,0.33251953
test_738,0.019226074,0.98291016,0.4169922
test_739,0.19274902,0.9892578,0.09088135
test_740,0.0020580292,0.99316406,0.625
test_741,0.004737854,0.6850586,0.89746094
test_742,0.099975586,0.9667969,0.6196289
test_743,0.20153809,0.99121094,0.42236328
test_744,0.029464722,0.10876465,0.31713867
test_745,0.050598145,0.60302734,0.52441406
test_746,0.012924194,0.9892578,0.9658203
test_747,0.012680054,0.71972656,0.18310547
test_748,0.016082764,0.7988281,0.3630371
test_749,0.18359375,0.96875,0.11187744
test_750,0.06201172,0.6821289,0.057922363
test_751,0.061065674,0.98291016,0.46704102
test_752,0.004299164,0.9941406,0.13061523
test_753,0.0017623901,0.9667969,0.18408203
test_754,0.0025100708,0.3527832,0.7553711
test_755,0.012580872,0.67871094,0.5439453
test_756,0.04647827,0.97509766,0.71240234
test_757,0.020645142,0.8286133,0.3359375
test_758,0.05908203,0.99902344,0.5239258
test_759,0.6772461,0.9892578,0.3918457
test_760,0.006958008,0.18981934,0.2993164
test_761,0.0993042,0.9472656,0.7451172
test_762,0.0061454773,0.9892578,0.40820312
test_763,0.009597778,0.9428711,0.33422852
test_764,0.019134521,0.9536133,0.08166504
test_765,0.052886963,0.41796875,0.24926758
test_766,0.15710449,0.91259766,0.89453125
test_767,0.0023593903,0.92089844,0.18554688
test_768,0.042816162,0.8310547,0.25634766
test_769,0.017501831,0.47973633,0.1385498
test_770,0.024749756,0.9921875,0.9116211
test_771,0.0024337769,0.78222656,0.31591797
test_772,0.036499023,0.96875,0.17553711
test_773,0.0039138794,0.9863281,0.19311523
test_774,0.84716797,0.8852539,0.9580078
test_775,0.013069153,0.9086914,0.5493164
test_776,0.14538574,0.93408203,0.45874023
test_777,0.03488159,0.9614258,0.60498047
test_778,0.022460938,0.34326172,0.17077637
test_779,0.009483337,0.94970703,0.33691406
test_780,0.003692627,0.8613281,0.9111328
test_781,0.56884766,0.99902344,0.28344727
test_782,0.005203247,0.9741211,0.21179199
test_783,0.0044517517,0.79833984,0.46679688
test_784,0.0053215027,0.9453125,0.77978516
test_785,0.0043792725,0.9667969,0.69433594
test_786,0.021484375,0.7368164,0.46289062
test_787,0.027633667,0.4116211,0.9707031
test_788,0.0046653748,0.70654297,0.43164062
test_789,0.0045928955,0.6386719,0.26733398
test_790,0.006931305,0.19628906,0.9086914
test_791,0.0030288696,0.9604492,0.17736816
test_792,0.084350586,0.88964844,0.9301758
test_793,0.019989014,0.6381836,0.6616211
test_794,0.016525269,0.97998047,0.44262695
test_795,0.003824234,0.95947266,0.93603516
test_796,0.022766113,0.9970703,0.8071289
test_797,0.0012207031,0.9941406,0.57910156
test_798,0.009521484,0.60595703,0.7451172
test_799,0.0132751465,0.71191406,0.8510742
test_800,0.0045928955,0.921875,0.10144043
test_801,0.002407074,0.57666016,0.7138672
test_802,0.0018978119,0.96875,0.15075684
test_803,0.0061683655,0.4428711,0.81933594
test_804,0.0037670135,0.9770508,0.43676758
test_805,0.006095886,0.9716797,0.4951172
test_806,0.0032234192,0.9667969,0.057800293
test_807,0.006290436,0.9526367,0.22570801
test_808,0.0546875,0.6640625,0.9970703
test_809,0.29516602,0.5722656,0.69189453
test_810,0.008613586,0.9604492,0.70703125
test_811,0.012870789,0.12597656,0.028884888
test_812,0.05633545,0.9770508,0.92578125
test_813,0.2993164,0.99121094,0.06347656
test_814,0.0037212372,0.8828125,0.8027344
test_815,0.011245728,0.8925781,0.8642578
test_816,0.009597778,0.46289062,0.66552734
test_817,0.006340027,0.9921875,0.14624023
test_818,0.0048103333,0.60009766,0.74658203
test_819,0.004886627,0.89990234,0.46557617
test_820,0.0027256012,0.14978027,0.8378906
test_821,0.5996094,0.9892578,0.11553955
test_822,0.006122589,0.8828125,0.1171875
test_823,0.00349617,0.44995117,0.40966797
test_824,0.0031223297,0.48168945,0.42382812
test_825,0.010246277,0.95703125,0.21398926
test_826,0.04232788,0.30810547,0.6538086
test_827,0.005279541,0.69091797,0.39379883
test_828,0.009597778,0.97509766,0.15673828
test_829,0.009788513,0.08911133,0.6425781
test_830,0.007575989,0.9291992,0.69433594
test_831,0.007545471,0.9941406,0.45458984
test_832,0.009635925,0.6953125,0.47460938
test_833,0.004348755,0.18273926,0.23815918
test_834,0.25708008,0.24707031,0.026443481
test_835,0.7114258,0.09942627,0.7011719
test_836,0.044769287,0.7158203,0.3486328
test_837,0.03050232,0.15429688,0.13464355
test_838,0.0036067963,0.96777344,0.11529541
test_839,0.012428284,0.99121094,0.110839844
test_840,0.0015678406,0.9707031,0.5258789
test_841,0.0066184998,0.95410156,0.3876953
test_842,0.009155273,0.1517334,0.27172852
test_843,0.0051193237,0.67285156,0.8671875
test_844,0.049041748,0.375,0.28881836
test_845,0.005218506,0.87890625,0.5131836
test_846,0.0026416779,0.9375,0.12054443
test_847,0.0032730103,0.64501953,0.47143555
test_848,0.055114746,0.81347656,0.13842773
test_849,0.0056419373,0.98828125,0.21350098
test_850,0.0040397644,0.9741211,0.1875
test_851,0.006122589,0.9892578,0.24316406
test_852,0.007545471,0.21606445,0.2524414
test_853,0.0064353943,0.1394043,0.62060547
test_854,0.90478516,0.9970703,0.41088867
test_855,0.009597778,0.12524414,0.23535156
test_856,0.004020691,0.96972656,0.15112305
test_857,0.0035514832,0.9506836,0.8461914
test_858,0.0030975342,0.97509766,0.7998047
test_859,0.0026931763,0.2854004,0.8339844
test_860,0.0050201416,0.6513672,0.49316406
test_861,0.078125,0.5756836,0.8857422
test_862,0.93847656,0.96875,0.17138672
test_863,0.023071289,0.7475586,0.39404297
test_864,0.37548828,0.13220215,0.041534424
test_865,0.022628784,0.8535156,0.4663086
test_866,0.056030273,0.13012695,0.047698975
test_867,0.01348114,0.24926758,0.12805176
test_868,0.0023326874,0.2265625,0.9448242
test_869,0.024887085,0.15893555,0.1303711
test_870,0.036621094,0.30419922,0.9970703
test_871,0.11254883,0.5361328,0.13000488
test_873,0.78125,0.09350586,0.060333252
test_874,0.029144287,0.9580078,0.09466553
test_875,0.027282715,0.9536133,0.25952148
test_876,0.0046653748,0.123291016,0.72802734
test_877,0.6118164,0.090270996,0.46875
test_878,0.0076026917,0.4921875,0.18518066
test_879,0.013900757,0.13623047,0.39331055
test_880,0.038848877,0.10821533,0.09088135
test_881,0.014785767,0.97802734,0.4638672
test_882,0.0047569275,0.56347656,0.97998047
test_883,0.0018815994,0.18933105,0.7685547
test_884,0.007286072,0.82177734,0.6074219
test_886,0.030944824,0.045532227,0.07342529
test_887,0.0067749023,0.9921875,0.22680664
test_888,0.020935059,0.47583008,0.49804688
test_889,0.014335632,0.9506836,0.2553711
test_890,0.003780365,0.15039062,0.19506836
test_891,0.0044517517,0.2902832,0.5527344
test_892,0.011116028,0.9892578,0.099853516
test_893,0.06213379,0.91259766,0.6166992
test_894,0.0053215027,0.2421875,0.6044922
test_895,0.040008545,0.4416504,0.3449707
test_896,0.028396606,0.38842773,0.65234375
test_897,0.007820129,0.87890625,0.9326172
test_898,0.02935791,0.98291016,0.12145996
test_899,0.0065612793,0.7915039,0.64404297
test_900,0.0061454773,0.87597656,0.9194336
test_901,0.007434845,0.9921875,0.12719727
test_902,0.007575989,0.034179688,0.05480957
test_903,0.011024475,0.9941406,0.62841797
test_904,0.016906738,0.82177734,0.72802734
test_905,0.0048103333,0.93408203,0.48754883
test_906,0.0021915436,0.9658203,0.37158203
test_907,0.0061683655,0.98535156,0.14978027
test_908,0.007820129,0.63378906,0.3798828
test_909,0.0038394928,0.45385742,0.77685547
test_910,0.41967773,0.78027344,0.09637451
test_911,0.05987549,0.28320312,0.21435547
test_912,0.025512695,0.9326172,0.05368042
test_913,0.006958008,0.9921875,0.27124023
test_914,0.0065612793,0.9604492,0.15612793
test_915,0.007434845,0.88720703,0.94189453
test_916,0.023071289,0.984375,0.1303711
test_917,0.00605011,0.6801758,0.35742188
test_918,0.012481689,0.8618164,0.8964844
test_919,0.019607544,0.41015625,0.36987305
test_920,0.006389618,0.94970703,0.84765625
test_921,0.002632141,0.25610352,0.3684082
test_922,0.0026111603,0.9790039,0.55810547
test_923,0.014060974,0.2614746,0.79541016
test_924,0.0055732727,0.9111328,0.12402344
test_925,0.0042304993,0.9770508,0.10321045
test_926,0.73876953,0.9770508,0.35864258
test_927,0.003824234,0.7973633,0.24658203
test_928,0.003648758,0.9658203,0.6826172
test_929,0.0031852722,0.6923828,0.65234375
test_930,0.06488037,0.9633789,0.36938477
test_931,0.00737381,0.6425781,0.34179688
test_932,0.0046806335,0.8105469,0.47070312
test_933,0.0070114136,0.09552002,0.8881836
test_934,0.0048294067,0.62597656,0.96240234
test_935,0.014335632,0.9838867,0.63720703
test_936,0.010734558,0.15344238,0.2631836
test_937,0.018508911,0.9448242,0.3034668
test_938,0.014007568,0.97802734,0.8642578
test_939,0.007911682,0.9560547,0.48120117
test_940,0.0028324127,0.9038086,0.11315918
test_941,0.0070343018,0.19494629,0.17785645
test_942,0.0059127808,0.89746094,0.36987305
test_943,0.058013916,0.40673828,0.85058594
test_944,0.013374329,0.9667969,0.80566406
test_945,0.005004883,0.97509766,0.17004395
test_946,0.007911682,0.7167969,0.9790039
test_947,0.072753906,0.43310547,0.06732178
test_948,0.011734009,0.43652344,0.9301758
test_949,0.005344391,0.8774414,0.07342529
test_950,0.030273438,0.96777344,0.30908203
test_951,0.012870789,0.9863281,0.2775879
test_952,0.019454956,0.1439209,0.9301758
test_953,0.010986328,0.30664062,0.96972656
test_954,0.011245728,0.38720703,0.22375488
test_955,0.0043296814,0.9277344,0.07824707
test_956,0.0064353943,0.07366943,0.115722656
test_958,0.008033752,0.4970703,0.46166992
test_959,0.009124756,0.25,0.31176758
test_960,0.003376007,0.9863281,0.74658203
test_961,0.010009766,0.8720703,0.29638672
test_962,0.0256958,0.14196777,0.39575195
test_963,0.0021152496,0.93115234,0.3864746
test_964,0.08282471,0.20776367,0.9165039
test_965,0.0032730103,0.9580078,0.07861328
test_966,0.006362915,0.91015625,0.90283203
test_967,0.006095886,0.7475586,0.26708984
test_968,0.024337769,0.31445312,0.47265625
test_969,0.05050659,0.6425781,0.6591797
test_970,0.023422241,0.65283203,0.96875
test_971,0.34692383,0.8881836,0.77978516
test_972,0.024368286,0.9658203,0.5541992
test_973,0.016464233,0.05319214,0.13244629
test_974,0.051574707,0.97998047,0.1583252
test_975,0.00579834,0.29174805,0.6381836
test_976,0.0052604675,0.9892578,0.54345703
test_977,0.013374329,0.43286133,0.18615723
test_978,0.0036792755,0.70410156,0.0713501
test_979,0.0035800934,0.38012695,0.25952148
test_980,0.0049057007,0.9863281,0.21081543
test_981,0.018585205,0.9741211,0.15429688
test_982,0.011024475,0.9589844,0.5083008
test_983,0.018585205,0.9741211,0.49316406
test_984,0.012001038,0.97314453,0.22595215
test_985,0.023147583,0.97802734,0.74560547
test_986,0.0045928955,0.96875,0.36572266
test_987,0.0058670044,0.9892578,0.14477539
test_988,0.09466553,0.5683594,0.72216797
test_989,0.0039596558,0.4387207,0.7553711
test_990,0.0028457642,0.921875,0.24853516
test_991,0.001789093,0.39135742,0.3293457
test_992,0.032348633,0.97802734,0.5786133
test_993,0.64746094,0.97314453,0.6386719
test_994,0.40820312,0.7583008,0.22143555
test_995,0.6665039,0.32373047,0.13745117
test_996,0.2253418,0.9375,0.33007812
test_997,0.0077819824,0.97265625,0.1315918
test_998,0.008415222,0.9863281,0.8076172
test_999,0.29296875,0.84472656,0.49902344
test_1000,0.002735138,0.49902344,0.9267578
test_1001,0.023544312,0.29785156,0.5810547
test_1002,0.004924774,0.984375,0.2861328
test_1003,0.0055122375,0.9316406,0.22045898
test_1004,0.08251953,0.9873047,0.96533203
test_1005,0.043548584,0.40527344,0.29248047
test_1006,0.0030975342,0.9111328,0.06970215
test_1008,0.09588623,0.79052734,0.6098633
test_1009,0.0041999817,0.9970703,0.59277344
test_1010,0.13208008,0.6147461,0.52734375
test_1011,0.0057525635,0.44750977,0.16552734
test_1012,0.0047950745,0.14453125,0.15307617
test_1013,0.0020580292,0.33496094,0.28955078
test_1014,0.040924072,0.8959961,0.5
test_1015,0.018096924,0.31591797,0.6455078
test_1016,0.0019197464,0.9770508,0.6567383
test_1017,0.007232666,0.45629883,0.9819336
test_1018,0.010368347,0.9921875,0.34643555
test_1019,0.015731812,0.9863281,0.19030762
test_1020,0.04360962,0.43286133,0.7006836
test_1021,0.010696411,0.1973877,0.5361328
test_1022,0.002653122,0.83203125,0.55371094
test_1023,0.010566711,0.43603516,0.6298828
test_1024,0.0055999756,0.9589844,0.15136719
test_1025,0.0104904175,0.5883789,0.7368164
test_1026,0.018188477,0.9980469,0.52441406
test_1027,0.009742737,0.31713867,0.19750977
test_1028,0.013374329,0.68652344,0.39916992
test_1029,0.008155823,0.7705078,0.63916016
test_1030,0.101257324,0.9921875,0.24780273
test_1031,0.0049438477,0.36987305,0.9277344
test_1032,0.03567505,0.9760742,0.5625
test_1033,0.0061912537,0.9536133,0.10748291
test_1034,0.0025405884,0.64160156,0.3815918
test_1035,0.004699707,0.35742188,0.6333008
test_1036,0.043273926,0.90625,0.23486328
test_1037,0.056732178,0.9863281,0.1459961
test_1038,0.06762695,0.038970947,0.025177002
test_1039,0.0103302,0.7397461,0.48291016
test_1040,0.0146102905,0.7421875,0.49609375
test_1041,0.032104492,0.93359375,0.9194336
test_1042,0.0793457,0.2475586,0.6064453
test_1043,0.001964569,0.63916016,0.73779297
test_1044,0.012718201,0.98291016,0.33813477
test_1045,0.0038089752,0.9604492,0.3256836
test_1046,0.02784729,0.7753906,0.21228027
test_1047,0.056152344,0.66064453,0.9819336
test_1048,0.13549805,0.47753906,0.48583984
test_1049,0.00242424,0.5732422,0.67578125
test_1050,0.009559631,0.97998047,0.05050659
test_1051,0.008644104,0.32202148,0.9589844
test_1052,0.0077209473,0.86572266,0.75390625
test_1053,0.025177002,0.36914062,0.15100098
test_1054,0.011642456,0.9550781,0.1595459
test_1055,0.008644104,0.7895508,0.32373047
test_1056,0.034423828,0.2298584,0.15270996
test_1057,0.064575195,0.83203125,0.24328613
test_1058,0.0044021606,0.96240234,0.48120117
test_1059,0.09741211,0.96533203,0.71728516
test_1060,0.00712204,0.9116211,0.5366211
test_1061,0.012771606,0.99121094,0.07904053
test_1062,0.0032463074,0.40185547,0.95703125
test_1063,0.01020813,0.9770508,0.22167969
test_1064,0.001077652,0.6118164,0.2442627
test_1065,0.0026836395,0.82958984,0.6621094
test_1066,0.0050811768,0.22436523,0.78222656
test_1067,0.013420105,0.101257324,0.94384766
test_1068,0.0045394897,0.4428711,0.8774414
test_1069,0.016403198,0.31103516,0.56933594
test_1070,0.07067871,0.98828125,0.17004395
test_1071,0.01210022,0.1003418,0.44433594
test_1072,0.03289795,0.984375,0.6401367
test_1073,0.00484848,0.8613281,0.2788086
test_1074,0.003824234,0.96875,0.7788086
test_1075,0.011291504,0.98095703,0.4580078
test_1076,0.0046806335,0.96777344,0.71875
test_1077,0.2980957,0.5961914,0.89990234
test_1078,0.008476257,0.8833008,0.88427734
test_1079,0.002632141,0.98828125,0.68896484
test_1080,0.025802612,0.9667969,0.29418945
test_1081,0.007663727,0.98828125,0.63623047
test_1082,0.024368286,0.92089844,0.42163086
test_1083,0.07366943,0.7939453,0.5732422
test_1084,0.0059127808,0.5708008,0.8354492
test_1085,0.009712219,0.9790039,0.10784912
test_1086,0.054992676,0.25708008,0.31689453
test_1087,0.0022964478,0.96240234,0.39233398
test_1088,0.015792847,0.98535156,0.10070801
test_1089,0.0020427704,0.7685547,0.54052734
test_1090,0.007320404,0.64746094,0.5732422
test_1091,0.033294678,0.8984375,0.094177246
test_1092,0.016845703,0.9941406,0.23815918
test_1093,0.41967773,0.97509766,0.33398438
test_1094,0.006877899,0.96972656,0.4921875
test_1095,0.0045051575,0.9316406,0.20629883
test_1096,0.025039673,0.3413086,0.7246094
test_1097,0.0023326874,0.9941406,0.115722656
test_1098,0.0061683655,0.9941406,0.34765625
test_1099,0.011070251,0.99121094,0.17407227
test_1100,0.009521484,0.72216797,0.88720703
test_1101,0.8676758,0.035003662,0.26635742
test_1102,0.014785767,0.9482422,0.65283203
test_1103,0.0042304993,0.484375,0.42163086
test_1104,0.021255493,0.9838867,0.42041016
test_1105,0.012191772,0.9614258,0.546875
test_1106,0.0038089752,0.83251953,0.95703125
test_1107,0.008644104,0.42041016,0.2475586
test_1108,0.0055122375,0.9716797,0.39746094
test_1109,0.0026931763,0.5541992,0.81640625
test_1110,0.0032863617,0.9116211,0.31591797
test_1111,0.011550903,0.96435547,0.32495117
test_1112,0.018829346,0.31811523,0.096191406
test_1113,0.0017080307,0.19311523,0.09466553
test_1114,0.005622864,0.6933594,0.88964844
test_1115,0.22851562,0.9614258,0.2142334
test_1116,0.032287598,0.99609375,0.47583008
test_1117,0.005958557,0.98095703,0.15893555
test_1118,0.03781128,0.66503906,0.9404297
test_1119,0.0036621094,0.5708008,0.25048828
test_1120,0.04449463,0.38623047,0.06021118
test_1121,0.0068244934,0.94189453,0.921875
test_1122,0.031799316,0.14929199,0.8613281
test_1123,0.0043144226,0.6772461,0.8286133
test_1124,0.0046653748,0.94628906,0.6816406
test_1125,0.0046806335,0.85839844,0.2548828
test_1126,0.00844574,0.06427002,0.04849243
test_1127,0.0028457642,0.9970703,0.44750977
test_1128,0.018478394,0.13305664,0.99609375
test_1129,0.08526611,0.96435547,0.62597656
test_1130,0.02267456,0.85839844,0.29541016
test_1131,0.0029449463,0.2849121,0.27001953
test_1132,0.09741211,0.9951172,0.31201172
test_1133,0.21203613,0.70166016,0.55126953
test_1134,0.9536133,0.029937744,0.16503906
test_1135,0.012382507,0.9941406,0.38500977
test_1136,0.10467529,0.6616211,0.17419434
test_1137,0.013580322,0.96435547,0.31396484
test_1138,0.057403564,0.7373047,0.16357422
test_1139,0.13562012,0.6147461,0.6347656
test_1140,0.009819031,0.91503906,0.10913086
test_1141,0.69921875,1.0,0.91748047
test_1142,0.020248413,0.06976318,0.11102295
test_1143,0.0030517578,0.93847656,0.41479492
test_1145,0.049316406,0.8574219,0.90722656
test_1146,0.18066406,0.8051758,0.7192383
test_1147,0.017303467,0.44067383,0.10595703
test_1148,0.0018033981,0.9604492,0.48901367
test_1149,0.014839172,0.4482422,0.6176758
test_1150,0.009269714,0.97314453,0.8364258
test_1151,0.0104522705,0.48217773,0.48291016
test_1152,0.0059127808,0.8886719,0.08630371
test_1153,0.03253174,0.6591797,0.32104492
test_1154,0.0066184998,0.1986084,0.6845703
test_1155,0.010734558,0.6660156,0.94970703
test_1156,0.013961792,0.50927734,0.2199707
test_1157,0.0046806335,0.921875,0.2763672
test_1158,0.015007019,0.96435547,0.15002441
test_1159,0.09564209,0.99609375,0.45996094
test_1160,0.008773804,0.24328613,0.1751709
test_1161,0.0028896332,0.9921875,0.25317383
test_1162,0.0960083,0.28979492,0.103881836
test_1163,0.0051193237,0.8984375,0.10668945
test_1164,0.0018539429,0.93115234,0.48706055
test_1165,0.025863647,0.9160156,0.32666016
test_1166,0.008544922,0.37841797,0.9667969
test_1167,0.0025310516,0.98535156,0.27539062
test_1168,0.004085541,0.10913086,0.2619629
test_1169,0.020690918,0.97509766,0.049560547
test_1170,0.008415222,0.9707031,0.3125
test_1171,0.0032463074,0.3400879,0.5776367
test_1172,0.033843994,0.1854248,0.48754883
test_1173,0.0060272217,0.671875,0.3251953
test_1174,0.015899658,0.9560547,0.3503418
test_1175,0.007850647,0.8588867,0.9482422
test_1176,0.006072998,0.1295166,0.1104126
test_1177,0.009742737,0.88183594,0.0680542
test_1178,0.026321411,0.21801758,0.20739746
test_1179,0.027633667,0.984375,0.5415039
test_1180,0.01020813,0.66308594,0.12976074
test_1181,0.032226562,0.9951172,0.17297363
test_1182,0.007205963,0.9921875,0.14904785
test_1183,0.0103302,0.9707031,0.5551758
test_1184,0.04321289,0.7290039,0.0960083
test_1185,0.003868103,0.4230957,0.27905273
test_1186,0.00605011,0.87060547,0.8051758
test_1187,0.0045928955,0.7661133,0.65234375
test_1188,0.002811432,0.8691406,0.11187744
test_1189,0.00919342,0.9038086,0.22106934
test_1190,0.006877899,0.9892578,0.26464844
test_1191,0.006263733,0.66064453,0.08929443
test_1192,0.062438965,0.95947266,0.84277344
test_1193,0.011734009,0.95410156,0.109680176
test_1194,0.009857178,0.7363281,0.9394531
test_1195,0.59765625,1.0,0.55126953
test_1196,0.066223145,0.9350586,0.8330078
test_1197,0.023971558,0.6323242,0.92333984
test_1198,0.4050293,0.3334961,0.11315918
test_1199,0.012481689,0.18347168,0.48583984
test_1200,0.0052604675,0.97509766,0.24633789
test_1201,0.0345459,0.9550781,0.35205078
test_1202,0.010566711,0.96972656,0.62597656
test_1203,0.002243042,0.6401367,0.23986816
test_1204,0.00308609,0.9941406,0.46411133
test_1205,0.02017212,0.9790039,0.25390625
test_1206,0.0048675537,0.99609375,0.40063477
test_1207,0.0038833618,0.8017578,0.33007812
test_1208,0.01008606,0.96777344,0.9472656
test_1209,0.010009766,0.89208984,0.23400879
test_1210,0.06500244,0.35961914,0.23120117
test_1211,0.007205963,0.42871094,0.8803711
test_1214,0.016403198,0.95703125,0.4375
test_1215,0.05328369,0.11022949,0.7319336
test_1217,0.001329422,0.45361328,0.08312988
test_1218,0.0256958,0.96972656,0.32470703
test_1219,0.018798828,0.97998047,0.8051758
test_1220,0.0035247803,0.9921875,0.12695312
test_1221,0.2277832,0.060821533,0.061645508
test_1222,0.28686523,0.21057129,0.92822266
test_1223,0.08538818,0.99609375,0.9223633
test_1224,0.012428284,0.9790039,0.6816406
test_1225,0.029769897,0.5473633,0.22033691
test_1226,0.7573242,0.9941406,0.4753418
test_1227,0.072509766,0.41430664,0.9091797
test_1228,0.030334473,0.34692383,0.1237793
test_1229,0.0036067963,0.8701172,0.57128906
test_1230,0.007633209,0.2055664,0.25708008
test_1231,0.019454956,0.890625,0.46704102
test_1232,0.050994873,0.90771484,0.27294922
test_1233,0.12145996,1.0,0.44018555
test_1234,0.18127441,0.9980469,0.3330078
test_1235,0.015838623,0.33203125,0.26733398
test_1236,0.0048294067,0.90478516,0.103393555
test_1237,0.0022182465,0.9819336,0.3894043
test_1238,0.032409668,0.71972656,0.70410156
test_1239,0.018371582,0.6123047,0.0793457
test_1240,0.002620697,0.8071289,0.3864746
test_1241,0.004962921,0.8491211,0.23596191
test_1242,0.012771606,0.5913086,0.15539551
test_1243,0.0045547485,0.9741211,0.81152344
test_1244,0.13806152,0.9863281,0.05718994
test_1245,0.016342163,0.36791992,0.92089844
test_1246,0.0056877136,0.7866211,0.2697754
test_1247,0.0031852722,0.8588867,0.25463867
test_1248,0.012001038,0.97802734,0.44677734
test_1249,0.004436493,0.95703125,0.40576172
test_1250,0.0024929047,0.9404297,0.24291992
test_1251,0.22106934,0.13208008,0.40454102
test_1252,0.4309082,0.59765625,0.7817383
test_1253,0.0037956238,0.9892578,0.24853516
test_1254,0.026870728,0.81933594,0.90722656
test_1255,0.042175293,0.58447266,0.35546875
test_1256,0.033325195,0.9248047,0.58203125
test_1257,0.0011072159,0.69189453,0.53564453
test_1258,0.02696228,0.8378906,0.38208008
test_1259,0.0066375732,0.98095703,0.37768555
test_1260,0.007911682,0.57666016,0.57470703
test_1261,0.012626648,0.5576172,0.26464844
test_1262,0.009788513,0.17163086,0.91015625
test_1263,0.002866745,0.94140625,0.42407227
test_1264,0.0692749,0.7475586,0.75341797
test_1265,0.011734009,0.9291992,0.27685547
